scramble,recover,time,step
1 16 2 17 4 6 2 17 9 1 16 2 11 3 8 17 8 1 11 2 17 1 11 17 8,1 4 7 1 17 4 8 3 8 4 15 3 10 5 9 16 4 10 15 9 16 9 4 10 4 15 3 16 4 15 5 16 4 17 0 16 5 15 1 16 4 16 3 15 5 16 5,5877,48
7 5 9 2 16 8 0 5 10 6 16 8 17 3 11 1 17 3 8 17 5 8 17 4 8,3 15 12 10 13 3 13 2 15 1 16 5 1 9 2 10 1 9 2 10 16 0 17 1 16 0 13 7 12 1 13 8 12 0 13 6 12 1 7 16 1 15 0 16 1 15 0 16 1 15 0 6 0,6138,53
10 8 1 6 16 2 5 11 1 15 6 1 4 11 4 8 17 4 17 8 1 11 3 11 17,6 12 3 15 0 12 0 13 1 4 12 0 14 1 12 2 12 1 22 2 16 0 1 6 13 7 12 7 2 6 7 0 6 0 7 0 6 1 6 3 7 1 6 4 8 1 6,4881,48
4 8 16 6 17 9 4 16 4 9 15 0 11 3 8 5 17 8 3 8 3 17 3 8,6 12 15 4 21 1 15 5 0 13 2 12 16 2 15 10 1 9 16 2 15 1 6 1 7 16 0 15 16 0 15 2 16 0 17 3 16 0 15 4 16 2,5709,44
8 11 17 0 8 1 17 8 11 3 6 4 10 4 7 12 16 10 13 3 0,12 3 1 6 16 7 9 13 1 9 5 10 3 10 4 9 4 15 10 16 9 15 3 16 3 16 5 15 13 5 12 3 16 3 17 10 16 9 16 5 15 4 16 3 15 4 16 4 15 5 15 0 16 4 15 1 17 4 15,7038,59
17 5 16 9 7 15 0 11 0 7 17 0 11 4 11 2 17 11 1 11 0 17 8,6 1 9 16 10 1 7 0 6 0 6 13 7 10 12 9 13 6 2 7 1 15 2 16 0 15 1 16 2 21 9 22 2 16 9 15 13 0 15 21 12 22 13 1 12 0 16 0 13 12 1 13 0 15 1 12 0 16 0,6171,63
13 2 5 15 9 15 13 6 0 12 5 14 4 14 11 2 14 11 1 17 14,4 16 6 4 12 2 7 15 5 16 5 4 10 5 9 3 10 4 9 3 9 4 11 9 16 4 15 13 5 14 7 13 6 3 13 5 12 5 12 3 13 3 12 4 12 0 13 4 12 1 14 13 3,6408,53
2 15 11 15 11 13 8 5 8 13 0 14 7 3 12 8 9 12 8,1 8 9 16 12 11 13 0 12 5 1 15 0 16 16 2 17 0 16 12 0 13 2 10 13 0 12 13 12 1 13 2 12 9 1 13 1 12 0 12 9 13 2 13 2 12 10 2 0,5209,49
1 10 15 11 4 6 15 2 6 5 15 9 17 8 3 8 0 11 1 11 3 8 5 11 4,10 12 2 9 13 0 4 16 3 15 4 15 5 16 4 16 5 15 5 12 3 13 3 10 15 9 16 4 13 4 12 4 16 3 15 10 15 9 16 3 15 3 16 3 15 4 16 3 15 4 16 3 17 0 16 5 15 1 17 5,6344,61
1 17 3 9 15 6 2 9 16 8 17 2 8 3 11 1 11 8 5 11 1 17 4,6 15 18 12 1 9 14 3 10 4 9 13 4 12 13 4 12 3 13 4 12 4 9 3 10 4 16 3 15 3 16 4 15 4 16 5 15 5 16 5 15 3 16 3 15 3,4715,47
2 10 2 11 1 10 3 14 1 12 5 16 11 12 11 17 8 13 2 5,15 11 1 14 4 1 12 2 13 12 1 13 0 12 1 13 9 0 10 1 15 7 16 6 15 0 7 15 6 16 2 16 0 9 0 9 3 10 1 9 4 10 2 10 1 9 1 10 2 0,5115,50
9 14 10 17 2 8 14 5 9 4 8 3 9 0 6 3 13 2,17 12 7 0 13 2 3 16 4 15 13 4 12 6 16 7 15 3 16 4 15 16 4 15 2 15 5 16 2 9 0 7 13 6 1 10 3 10 4 9 5 13 4 10 3 9 4 10 3 11 12 10 5 10 5 9 4,6511,57
17 11 2 12 5 15 8 5 13 8 2 6 15 7 10 0 16 8 5 1,7 13 17 1 16 3 10 1 3 13 4 14 5 13 4 6 3 7 4 6 3 7 3 16 4 15 10 15 9 16 5 7 3 9 4 6 3 10 3 7 4 8 15 7 4 3 6 10 16 7 15 9 16 7 3 6 3,6974,57
1 7 13 1 3 10 0 9 6 1 5 17 2 11 12 11 17 11 2 16 5,15 10 4 16 13 11 3 0 13 0 14 1 13 0 15 2 16 1 15 0 17 2 15 13 1 12 7 15 6 16 2 6 0 7 1 6 0 7 1 10 1 9 1 10 1 6 1 9 0 7,5411,50
0 17 7 5 6 15 10 8 3 16 10 1 11 8 1 8 4 8 1 3 8 2 17 11 3,1 22 9 19 10 1 10 0 10 1 9 5 16 1 15 2 15 7 6 1 7 6 0 7 1 6 16 2 10 2 9 15 6 2 7 16 2 10 2 9 0 10 0 11 0 10 0 9 2 10 0,11028,53
1 11 4 15 10 2 6 4 16 6 1 17 9 5 11 1 8 17 11 0 8 3 8 0 11,2 15 11 12 24 13 3 12 16 4 15 3 10 4 9 3 6 16 7 15 5 9 3 10 7 3 6 4 7 3 6 4 7 3 6 5 7 3 6 3 7 3 6 4 7 4 6 4 6 15 7 4 7 3 6 16 4,7075,58
2 6 16 8 3 11 2 17 10 15 7 2 11 4 17 8 5 11 3 17 0 8 2 11 1,12 3 0 3 9 13 3 12 4 13 3 0 16 3 15 9 3 10 3 15 4 16 13 4 12 15 3 4 3 16 3 7 5 6 6 3 7 3 6 4 7 3 6 5 7 4,6642,46
4 10 2 13 6 5 10 16 3 11 2 5 17 11 7 2 8,14 4 15 3 15 10 2 16 4 15 3 17 4 15 4 16 3 15 2 4 9 4 10 9 10 3 10 4 9 5 9 4 10 3 9 4 10 3 10 15 9 16 5 15 7 14 7 17 6 14 7 17 8 16 3,5481,55
14 7 14 2 11 2 7 10 2 16 1 15 2 7 16 3 15 11 3,3 7 4 10 6 17 7 13 3 12 3 13 5 14 3 14 3 12 4 3 9 4 11 15 9 16 3 9 4 10 5 6 3 6 0 7 4 6 1 7 3 7 3 6 5 4 7,4518,47
11 3 16 9 6 17 14 7 13 11 8 4 14 2 11 17 11 14 1 8,12 9 15 1 12 0 1 5 7 12 6 0 6 3 7 1 13 4 12 4 15 5 16 4 15 3 16 4 16 3 15 3 9 3 10 5 16 4 15 4 16 5 15 3,6377,44
4 8 5 11 4 8 11 14 5 1 7 17 1 15 8 12 1 10 14 0 6,12 7 11 4 10 4 11 16 0 15 7 2 6 1 7 0 6 9 1 10 2 15 0 16 0 16 9 15 1 10 13 0 14 3 16 10 15 4 14 1 12 2 13 1 12 1 13 2 12 1 13 1 12 1 13 2 12 1,6680,58
8 5 16 8 15 11 13 2 14 8 5 6 1 8 14 6 2 14 1 9 15,15 3 14 15 4 10 0 9 3 0 13 1 12 2 12 1 13 1 16 1 15 2 7 1 6 1 12 9 10 9 0 10 13 2 14 7 1 10 14 8 4 7 3 7 14 9 6 14 2 0,5879,50
2 14 8 0 11 1 17 11 5 14 17 10 2 15 5 13 2 6 10 4 14,3 10 12 9 1 10 3 1 10 12 9 3 0 15 1 16 0 15 1 16 13 0 12 0 13 1 12 1 7 0 6 2 6 4 8 2 8 3 7 1 6 4 8 1 8 3 7 0,5242,48
2 6 3 16 12 4 8 12 9 8 15 5 14 5 16 2 12 11 5 13,12 9 12 15 2 7 3 6 4 7 3 6 4 6 16 3 15 7 3 9 3 11 5 11 4 10 3 16 5 7 3 6 15 3 7 4 6 4 8 1 6 3 7 0 8 4 7 5 4 3 6 5 4,5906,53
6 2 14 17 9 2 11 14 17 9 14 0 16 2 14 9 3 0 16 7,0 15 0 16 6 15 0 5 12 7 13 7 3 13 3 12 5 6 4 13 3 14 4 13 3 9 4 10 13 5 12 4 10 15 9 16 4 15 10 16 9 16 4 15 3 17 10 16 4 16 3 15 9 16 3 15 4 16 4,7797,59
10 2 11 17 6 2 14 7 5 14 5 16 7 2 12 10 14 1 15 7 3,6 15 3 11 1 6 3 13 9 12 10 12 4 13 16 5 15 4 9 3 10 4 13 4 12 3 7 4 6 4 12 7 13 6 4 13 4 10 5 9 4 11 1 9 4 10 0 11 12 3,6810,50
11 5 15 11 15 5 14 2 11 17 11 1 16 3 10 14 7 11 13 10 5,7 2 13 1 12 10 13 0 9 16 10 4 10 0 9 1 6 0 7 9 2 10 1 0 13 7 15 7 16 8 12 1 16 0 15 2 16 2 15 0 15 3 16 0 15 4 17 0 15 1 16 0 15 2 1,5277,55
9 3 15 3 12 10 12 6 1 14 5 10 14 10 2 9 17 11,8 4 7 4 2 15 0 16 12 0 13 9 2 10 2 15 1 16 0 15 0 16 1 16 1 12 9 16 10 15 13 15 0 2 16 1 15 6 16 1 15 1 16 0 15 0 15 7 17 0 15 1,5912,52
1 17 0 11 5 17 0 17 1 8 15 4 16 6 10 3 13 1 6 12 15,4 6 9 16 11 16 1 15 0 12 10 13 4 1 13 0 12 0 13 1 12 0 10 1 9 0 7 1 6 2 7 16 6 0 10 1 9 7 15 6 1 10 1 9 15 10 1 9 0 9 16 11 1 9 0 10 0 9 2 1,5049,60
6 2 10 17 5 8 17 2 16 11 4 8 12 9 14 0 12 16,16 4 9 5 9 0 5 7 4 8 3 7 16 3 7 3 6 5 15 4 16 6 15 8 5 8 16 7 15 5 7 4 7 1 6 4 7 9 14 10 0 8 6 4,4117,44
2 11 17 3 7 2 16 4 7 11 4 8 5 17 3 17 11 0 17 8 5 11,4 11 4 7 1 11 0 11 1 9 5 0 10 1 9 7 2 6 0 7 1 6 2 16 10 1 9 1 15 0 10 1 11 16 15 16 10 15 7 15 6 1 7 16 6,4550,45
12 11 14 8 2 12 11 5 8 1 6 16 2 9 16 6 12 4 6,10 6 1 15 7 4 2 7 1 3 10 0 9 0 9 0 10 1 9 2 10 6 13 7 12 2 7 16 0 15 6 0 15 3 16 1 15 4 17 1 15 2 16 2 15 1 16 2 15 1,5275,50
10 2 10 16 6 13 8 0 12 4 17 10 14 2 8 14 10 14 2 14 2,4 13 9 4 13 12 17 4 12 7 13 0 3 16 4 15 12 3 13 4 15 4 16 13 3 12 4 5 9 4 10 5 3 7 4 6 3 9 4 11 6 16 7 9 5 6 16 7 6 8 5 8 3 8 3 8 5 7 4,5707,59
11 12 4 14 6 14 0 16 9 7 13 5 12 2 11 5 16 5 12,6 16 10 12 3 16 5 2 12 1 13 2 16 0 17 1 16 5 2 16 1 15 1 16 0 15 5 6 0 12 1 13 0 7 1 15 2 17 1 17 1 0 1 16 0 16 1 15 0 16 0 15 0,5973,53
9 0 6 15 8 4 15 9 15 0 16 7 11 0 11 17 8 1 4 17 2 8 3 17 0,16 10 12 9 21 12 24 12 3 13 6 16 7 3 13 3 21 5 15 4 6 16 7 15 3 15 3 16 3 4 6 5 15 4 16 3 7 3 7 4 13 5 12 4 13 5 12 3 12 6 13 5 13 5 12 5,6510,59
2 15 4 7 3 12 4 9 6 2 13 8 15 2 11 2 16 8 17 2,12 15 11 16 10 4 9 2 10 16 9 16 10 0 9 16 10 0 6 1 7 0 13 1 12 0 7 6 0 7 15 6 17 2 15 0 16 1 17 2 16 1 15 0 15 3 16 0 15 4 16 1 16 0 15 0 16 2 0,7278,59
12 2 16 2 15 11 12 5 17 2 7 15 10 3 10 14 15 10 0 16,6 11 3 12 10 3 9 15 5 17 4 15 6 12 5 14 4 14 4 13 5 15 4 16 5 7 4 13 3 12 3 6 3 13 5 12 3 13 3 12 13 3 12 5 13 3 15 12 16 12 0 13 3 12 1 13 4,6111,57
4 7 17 10 1 15 0 7 2 10 1 13 5 11 3 12 0 15 3,9 15 0 12 1 13 7 5 14 5 5 15 3 16 3 15 4 16 3 4 9 13 10 12 5 6 3 7 10 4 9 3 9 4 10 5 9 4 10 5 4 12 3 13 5 12 4 13 3 16 7 12 6 15 13 4 13 3 12 4 3 0 13 4 12 3 1 14 3 13 3 12 4 12 4 14 4,12264,75
2 16 8 0 14 8 4 7 0 12 1 17 10 15 0 7 13 5,2 4 13 9 14 8 3 1 3 12 7 3 6 13 5 9 3 10 6 4 7 16 3 15 5 16 3 17 4 16 5 7 4 6 3 13 17 9 16 9 15 11 16 9 16 12 3 15 4 15 3 17 16 3 15 4 16 4 17 5,10993,58
7 5 10 15 5 14 11 2 6 12 11 14 0 8 0 11 13 3 16,10 15 7 3 6 4 10 2 9 0 2 16 0 15 2 0 9 10 1 9 0 10 2 7 1 6 9 1 10 0 9 1 10 0 9 1 10 13 7 1 6 0 7 1 6 0 12 2 13 7 0 6 0 7 1 6 12 7 1 6 0 6 13 7 12,11738,65
9 14 2 17 7 4 10 1 11 12 5 12 5 16 10 16 8 3,2 4 16 6 0 8 15 3 16 3 12 3 13 4 13 5 12 4 13 3 12 4 9 3 10 5 4 16 4 17 4 16 3 7 4 6 5 15 3 10 4 16 3 15 9 16 3 16 4 15 9 16 4 15 3 15 10 17 3 15 5,10638,61
8 15 8 17 5 13 8 3 10 13 6 14 2 9 0 9 12 0,9 14 9 12 0 9 1 5 10 3 9 7 3 6 9 13 3 12 10 4 5 6 3 7 4 10 3 9 3 4 13 3 12 13 4 12 4 13 5 12 3 14 4 12 4 12 3 13 3 14 3 1 12 4 13 3 0,8566,56
9 14 3 13 8 16 11 12 3 10 5 6 13 5 8 5 7 1 8 16,15 10 17 12 1 14 5 5 3 7 3 6 16 5 15 3 6 4 7 3 7 4 6 5 12 3 13 3 12 4 13 4 6 4 7 12 7 13 9 10 6 3 16 4 7 3 6 4 7 3 6 15 5 9 13 9 17 10 12 9 17 15 16 11 5,11100,64
15 8 2 13 0 11 17 0 8 1 14 2 17 6 13 3 17 8,13 9 10 17 1 17 2 5 7 3 6 5 7 3 6 4 7 5 8 3 8 3 6 4 3 4 9 3 10 5 12 3 13 16 5 15 16 15 3 16 4 15 4 3 15 3 16 3 15 5 16 10 16 4 15 3 9 15 4 16 3 15 9 3 10 16 4 15 3 16 3 7 4 6 3,33281,75
9 13 10 1 8 14 7 16 11 3 13 10 12 11 1 15 3 17 6 13,17 8 0 12 6 1 12 0 3 12 3 14 5 14 3 13 4 3 4 3 13 3 12 5 13 3 12 3 7 4 6 5 7 3 6 4 16 5 15 3 16 4 15 15 9 3 10 3 16 4 15 4 16 4 10 16 3 15 3 16 4 15 9 16 4 15 3 15 10 16 9 5,11747,72
1 9 2 15 8 0 16 4 8 14 8 3 7 12 9 5 14 1,6 15 3 12 9 12 2 9 5 11 4 9 3 4 15 4 17 3 15 4 3 13 5 12 3 13 4 12 3 15 5 16 3 7 4 6 10 17 6 15 7 16 6 15 7 15 9 4 6 16 6 14 7 15 6 14 8 5,11498,58
5 15 6 17 1 7 3 7 12 9 5 12 6 13 9 12 11 3 15 4,16 14 7 0 6 10 3 9 5 6 4 7 4 15 4 16 12 4 13 3 9 3 10 3 16 4 15 3 7 5 6 3 7 4 6 16 6 15 8 9 13 7 12 9 10 6 12 10 6 4 5 8 1 7 0 7 17 9 4 10 17 3,17091,61
12 10 16 8 16 5 6 14 4 16 3 16 6 3 6 17 9 4,16 15 16 8 1 15 1 3 3 15 3 17 4 5 3 4 15 4 16 5 15 4 16 3 15 12 5 13 3 12 4 16 15 13 3 6 5 7 3 6 4 7 5 7 4 6 3 4 3 6 16 8 4 6 3 15 4 7 4 6 15 7 4 6 3 6 16 8 3 6 3,12001,71
10 3 8 12 5 7 12 4 16 11 1 12 2 9 13 8 5 7 14 2,12 8 1 7 17 3 13 3 12 1 5 15 3 16 5 15 4 16 3 5 9 5 10 5 9 4 10 5 10 9 4 10 4 9 4 12 3 13 12 3 7 4 13 3 12 6 13 3 14 8 13 5 13 5 12 7 13 4 12 3 12 7 14 5,13411,64
17 5 12 1 10 5 16 6 5 9 13 11 1 14 8 17 4 7 15 5,6 1 12 4 8 0 12 1 5 3 4 6 3 7 3 15 4 16 3 4 9 4 10 5 9 4 10 5 13 4 12 3 10 3 9 4 10 4 9 5 7 13 9 13 10 14 6 5 0 10 4 9 3 1 11 3 10 3 9 4 9 4 11 3,13443,62
0 9 12 9 3 14 7 1 15 1 10 2 12 11 13 11 1 8 0 6,12 6 3 6 16 2 7 3 4 7 5 8 3 7 3 9 3 10 3 12 4 13 5 16 4 15 4 16 3 15 5 15 3 16 5 15 4 16 4 10 16 4 15 3 15 9 13 10 16 9 12 4 15 10 15 8 16 9 15 8 17 4,9818,62
14 9 17 3 14 10 3 9 5 13 11 2 9 4 11 13 0 15 4,3 16 6 17 0 12 3 0 4 12 5 13 3 12 4 13 3 15 5 16 3 7 4 6 5 16 4 15 5 16 3 15 4 3 6 4 7 12 7 13 6 4 7 14 9 12 10 13 9 12 10 12 6 5 11 17 10 13 9 17 10 12 10 3,11836,64
14 6 16 11 2 11 5 9 14 3 13 10 14 10 4 9 2 10 13,17 9 3 13 9 2 3 15 10 16 9 16 3 15 12 4 13 7 4 6 3 3 13 3 12 3 15 3 16 6 5 7 5 6 4 7 4 9 13 11 15 11 12 11 16 9 4 7 4 6 15 7 5 6 5 6 16 7 4 7 5 6 3,10360,63
15 1 12 11 4 11 0 13 8 5 16 1 14 0 17 7 17 8,1 13 6 16 0 15 1 10 3 9 2 4 10 5 9 4 10 3 9 3 4 15 4 16 3 16 4 15 9 13 7 12 6 12 10 4 15 5 16 3 15 4 16 4 13 10 15 9 15 16 12 10 16 9 4 17 11 16 5 16 5 15 10 16 4 15 3 15 10 17,14868,69
7 5 9 4 9 4 11 5 12 5 11 1 12 2 9 4 7 3 6,13 4 13 9 4 17 4 8 0 5 10 9 10 3 9 4 12 4 13 5 4 16 3 15 4 16 3 15 4 16 3 15 15 4 16 3 15 3 16 13 4 12 4 6 3 7 16 7 4 6 3 15 13 4 10 3 9 12 3 7 4 6 4 7 5 6 8 17 7 5 7 5 6 16 7 4 6 3 6 16 8,39766,81
14 5 9 17 0 13 7 2 9 4 13 11 3 12 5 16 7 4,6 14 2 14 3 0 3 4 3 10 4 11 3 10 5 6 3 7 5 10 4 9 4 13 12 3 6 5 7 3 7 4 6 3 13 4 12 5 13 3 12 13 4 14 6 3 7 4 14 5 12 14 8 13 5 13 5 12 7 13 4 12 3 12 7 14 5,10766,68
1 6 0 12 5 10 1 14 5 14 11 5 8 0 10 1 13 7 0,16 1 13 1 17 2 5 12 7 3 6 14 3 12 13 4 12 7 3 6 4 6 3 7 4 15 4 16 3 15 4 16 9 5 10 3 9 4 10 5 3 10 4 9 4 9 13 10 12 10 5 9 5 9 3 12 10 4 9 3 9 13 11 3 9 3 10 4 9 4 10,10934,72
17 5 16 8 0 17 4 11 14 9 14 8 12 1 8 14 1 7 17 10,9 10 6 15 12 16 1 13 1 1 14 2 3 5 4 9 3 11 4 9 5 3 15 4 16 4 15 4 16 3 15 4 16 16 3 15 3 16 3 15 4 16 3 15 3 13 4 12 4 6 3 7 4 5 6 16 8 12 8 15 8 13 6 10 9 10 4 9 12 10 5 9 5 9 13 10 4 10 5 9 3,17899,80
17 4 15 5 17 3 9 17 4 16 0 13 11 16 10 1 13 0 10 2,1 12 9 4 17 8 4 3 13 3 12 7 5 6 4 13 5 12 4 12 3 13 3 9 4 10 4 9 4 10 3 9 4 10 13 4 12 5 13 5 14 7 13 6 5 16 12 7 13 6 15 3 14 11 13 7 12 11 13 6 13 5,10071,61
13 11 13 9 16 5 17 2 10 3 7 16 11 16 10 0 9 12 2,0 10 16 6 16 5 16 4 15 4 16 3 15 5 12 4 13 17 16 4 16 3 12 4 14 3 12 4 12 4 13 3 12 4 14 10 15 10 15 1 16 0 16 11 12 3 17 11 16 5 16 5 15 10 16 4 15 3 15 10 17 4,10894,62
10 15 1 14 2 8 15 2 11 13 5 17 0 6 5 10 0 6 2,6 10 15 11 1 9 5 5 9 4 10 3 9 3 10 3 7 4 6 4 7 3 6 5 3 4 6 5 7 4 6 3 7 3 10 4 9 4 10 3 9 5 6 15 7 9 3 10 4 6 16 7 10 6 16 10 6 10 6 13 10 6 10 6 16 10 6 2 10 6 10 6 3,10024,60
12 4 7 16 5 17 10 14 9 2 6 3 6 0 10 12 10 16 3 13,14 8 0 13 2 7 4 6 4 10 4 9 4 10 3 9 3 6 4 7 3 6 4 7 3 6 4 7 3 9 5 10 5 6 4 7 5 6 4 7 3 9 3 10 4 7 12 6 3 7 4 13 3 6 4 9 3 12 10 4 9 3 9 13 11 3 9 3 10 4 9 4 10,10466,73
4 6 3 7 2 6 4 14 11 4 9 12 1 14 5 11 1 16 7 3,8 17 10 16 5 4 7 6 7 3 6 16 6 15 7 3 4 6 4 7 3 6 3 7 3 9 4 10 3 9 3 10 3 12 4 13 4 3 4 10 3 11 9 0 10 5 9 1 10 5 10 5 11 4 9 4 9 3 10 3 11 3 1 9 4 10 0,13064,67
0 9 15 5 10 15 8 5 17 11 16 7 15 0 7 1 10 14,1 6 1 8 5 4 10 3 9 1 5 16 5 15 4 16 3 15 3 6 5 7 3 6 4 8 3 6 4 15 5 16 3 15 4 16 3 4 15 3 16 3 15 4 16 3 15 9 16 12 3 13 4 15 10 16 15 5 16 5 15 10 16 4 15 3 15 9 17 3,10205,69
6 0 6 0 17 6 14 5 8 12 2 14 1 12 1 14 0 11 13,0 15 3 15 10 2 11 7 6 10 2 2 9 2 4 12 3 13 5 12 4 13 4 3 15 5 16 3 15 4 16 3 9 3 10 4 9 5 10 5 13 4 12 5 3 13 5 13 1 12 5 13 0 14 14 1 12 5 13 0 12 5 12 3 3 5 4 5 12 5 12 0 13 5 12 1 14 13 4 12 4 12 3 14 3 12 4 12 4 13 4,28356,92
5 14 0 9 14 2 11 3 11 4 16 4 6 1 8 4 8 3,15 0 3 16 6 0 5 15 5 16 4 15 3 16 3 6 5 7 3 6 4 7 4 9 4 10 3 9 4 10 12 3 13 5 3 12 5 13 4 12 3 13 4 3 12 8 16 7 15 6 16 7 15 7 13 3 10 16 3 15 3 16 4 15 9 16 4 15 3 15 10 16 9 3,10966,74
1 13 1 6 2 10 14 6 12 2 7 12 2 10 17 10 16 1 12 8,12 9 13 17 6 1 12 3 0 7 3 6 4 7 4 6 3 9 4 10 3 9 4 10 6 5 7 4 10 16 9 3 9 4 10 15 5 13 9 12 10 5 12 3 13 10 16 4 15 3 16 4 15 3 16 4 15 3 9 4,8676,59
17 0 13 5 13 6 0 17 7 2 7 5 11 15 10 1 9 14,16 11 0 9 6 5 10 4 9 6 5 7 3 6 4 7 3 9 4 10 4 7 4 6 4 9 4 10 5 9 4 10 3 6 5 7 16 3 6 3 7 4 15 10 6 10 6 1 10 6 10 6 5 10 6 10 6 1 10 6 10 6 3,7027,51
12 11 0 6 16 1 10 16 4 13 2 6 2 11 16 1 10 4 8 15,6 4 9 5 9 13 4 7 3 6 2 5 10 4 9 13 4 14 3 4 13 1 16 3 15 4 16 3 15 0 3 15 10 16 9 5 16 4 15 3 12 8 16 7 15 6 16 7 15 7 13 16 4 15 4 15 3 17 3 15 4 15 4 16 5,10537,65
8 4 8 5 13 4 8 4 7 5 7 13 2 6 16 3 9 1 14,10 16 6 17 9 1 9 5 13 3 12 4 13 3 12 4 13 3 12 5 7 3 6 3 7 3 6 4 7 3 6 4 12 4 13 9 5 10 3 10 5 9 5 10 3 9 4 7 14 9 12 10 12 6 4 12 3 13 11 1 15 4 16 3 16 0 11,11369,67
1 15 10 5 14 2 8 12 2 6 2 8 5 16 0 8 3 10 17,10 15 10 16 9 15 10 16 9 15 10 16 9 10 15 9 5 8 4 15 11 16 5 5 15 5 16 3 15 4 16 13 5 12 3 13 4 12 4 9 13 10 12 12 16 4 7 3 6 3 13 4 15 10 3 10 4 10 4 10 3 9 3 11 4,9399,64
3 16 3 7 15 11 1 10 17 10 17 5 13 8 14 7 15 11 16,10 3 0 7 2 8 3 0 3 5 12 4 13 3 13 4 14 3 13 3 16 4 17 3 16 4 4 16 3 15 12 4 13 4 16 3 15 4 16 3 15 7 9 7 9 2 7 9 7 9 3 12 16 4 7 3 6 3 13 4 15 5 9 3 12 10 4 9 3 9 13 11 3 9 3 10 4 9 4 10 5,10804,75
4 8 15 8 17 1 11 2 10 5 12 4 16 3 16 3 10 2 10 5,1 15 10 1 10 16 4 15 2 4 6 4 7 3 7 4 6 3 4 13 3 12 3 13 3 12 4 13 3 12 3 9 5 10 4 9 3 10 3 12 5 13 4 12 3 13 4 5 4 7 4 13 3 12 4 13 5 12 3 13 4 12 6 5 12 5 13 7 3 12 3 13 4 6 12 4 12 3 14 13 3 12 4 13 4 14 3,15572,87
10 0 8 14 1 14 0 12 10 12 0 17 1 12 7 13 2 13,2 9 12 1 7 2 3 9 3 10 4 9 5 10 5 12 3 14 4 14 3 13 5 15 3 16 6 16 7 15 3 6 5 7 4 6 3 7 5 9 14 7 13 6 12 7 13 6 13 10 6 16 6 14 7 15 6 14 8 4,9824,61
16 3 7 4 12 11 14 0 13 6 12 6 12 10 2 10 4 9 15,6 12 16 4 10 15 3 5 12 4 13 3 12 3 13 5 16 3 15 5 16 3 15 3 6 3 5 7 3 13 4 12 3 7 4 6 4 15 9 3 10 16 3 4 6 3 7 3 6 5 7 4 16 7 3 6 3 7 4 6 15 7 4 6 3 6 16 7 15 5,28938,71
16 7 13 3 17 6 4 12 0 8 16 7 14 9 15 5 11 4,4 14 7 2 12 10 13 2 2 7 1 6 1 12 0 13 1 16 0 15 1 10 0 9 0 6 1 7 0 6 1 7 0 6 1 7 7 11 15 10 15 9 17 10 15 10 6 2 10 1 9 15 10 1 9 0 9 16 11 0 9,8067,60
8 5 9 2 14 1 9 13 7 4 8 17 4 10 14 7 5 6,9 0 15 6 17 10 5 3 4 7 5 6 5 12 4 13 4 12 4 13 3 12 4 13 6 3 7 4 6 5 7 9 4 10 9 3 10 3 9 4 10 3 9 4 10 5 3 13 4 12 5 13 5 12 4 6 3 7 5 10 4 16 3 15 9 5,11005,65
9 0 8 13 10 5 9 0 12 1 6 0 7 12 8 1 15 8 15,17 10 5 10 17 9 1 12 5 5 15 11 16 0 6 4 8 3 6 4 12 5 13 6 3 7 4 6 5 7 16 7 4 6 3 7 4 6 3 15 3 5 7 12 6 16 7 13 6 15 7 13 6 16 7 12 6 15 3,12631,60
2 6 5 12 11 4 14 5 11 15 5 10 14 6 2 14 1 7 4,13 9 12 0 9 15 11 16 3 15 2 16 3 15 4 7 3 6 9 5 10 3 16 4 15 3 12 7 13 6 12 3 13 5 6 3 7 4 6 3 7 4 10 16 6 16 7 17 9 5 8 4 6 4 6 3 7 3 8 3 1 6 4 7 0,8800,64
6 3 15 8 4 9 15 11 5 10 3 6 3 9 12 5 8 1 10 16,7 15 6 17 3 9 5 13 9 3 0 5 4 3 4 10 5 9 4 10 3 9 4 16 6 15 7 15 4 16 13 4 12 9 4 10 13 3 12 7 12 6 13 4 7 12 6 13 4 13 3 12 12 3 6 13 4 12 3 12 7 14 3 12 3 13 4 12 4 13,9737,70
16 2 9 16 3 15 6 17 11 12 6 0 11 14 2 10 5 17 6,1 17 13 1 13 4 16 4 15 4 7 5 6 4 7 3 6 4 3 10 3 9 3 6 3 7 5 10 3 9 4 12 6 3 7 13 5 10 5 9 3 10 3 11 5 10 4 9 4 10 3 10 3 10 4 10 4 10 3 9 3 11 4,9398,63
13 0 14 2 6 3 14 2 12 3 10 17 9 14 3 13 1 10,9 3 17 2 15 16 3 15 7 5 6 4 7 3 6 4 16 3 15 4 16 3 15 5 13 4 12 4 13 3 12 5 10 3 9 4 10 3 9 5 10 3 9 10 4 11 12 3 13 4 11 5 9 3 11 4 10 4 9 3 11 10 3 9 4 9 4,7213,67
8 16 0 7 2 14 4 17 9 2 7 0 12 5 13 2 10 17 0 7,10 0 15 3 12 7 13 2 7 1 5 3 10 4 11 3 10 3 10 3 9 4 10 3 9 7 5 6 3 7 13 6 3 6 4 7 12 10 3 9 3 10 4 9 3 7 13 9 13 9 1 10 0 10 14 6 4 9 3 4 10 3 9 4 9 3 11 10 3 9 4 10 4 11 4,9102,74
