scramble,recover,time,step
14 8 0 12 3 16 10 5 16 7 4 12 5 11 1 9 16 4 17 0,15 13 4 9 15 13 2 13 4 1 9 0 10 1 13 0 12 2 10 0 9 1 10 1 9 6 0 7 0 16 2 15 1 9 0 10 0 9 2 10 0 10 1 9 1 10 2 9 1,5778,47
6 0 9 14 10 16 7 12 9 14 5 7 14 3 11 12 4 17 5 13 11,0 12 9 1 12 4 10 4 9 5 10 3 9 4 3 6 5 7 9 5 10 3 13 4 12 4 13 3 12 7 3 6 10 15 9 5 10 16 9 3 7 4 6 4 6 3 8 3 6 4 6 4 7 3,5740,52
15 5 9 17 7 15 9 7 16 8 2 4 12 17 6 3 7 4 10 8 17 8 4 15 12,8 3 8 7 1 6 2 6 0 7 4 0 6 1 7 1 6 1 7 0 6 1 7 0 12 2 13 1 12 2 13 0 9 1 10 0 9 1 10 8 14 8 0 6 0 6 14 8 1 6 14 7,6338,52
14 0 5 9 5 13 15 7 0 10 1 15 5 12 2 14 11 12 8 4 15 7 3 9 14,12 15 3 16 8 15 9 4 1 4 15 16 3 15 5 10 4 9 4 7 5 6 3 7 4 6 5 10 15 9 16 5 10 15 9 16 9 5 7 3 10 4 6 4 9 4 10 3,5809,48
2 6 0 15 3 13 0 9 5 7 12 11 5 6 12 17 7 0 10 0 15 2 16 2 11,16 10 1 12 10 3 14 1 13 0 12 0 3 16 1 15 0 15 1 16 12 1 13 2 10 1 11 2 10 0 1 10 0 9 15 0 16 1 16 10 0 9 0 10 2 9 0 10 0 9 0 10 2 9 0 15 1,6940,56
13 10 16 1 8 5 13 11 8 14 9 6 4 15 3 12 17 2 14 9 3 2 7 16 3,10 14 0 4 16 9 3 0 15 1 16 0 6 0 7 2 9 0 10 1 12 0 13 2 13 2 12 0 12 10 13 9 2,4605,33
13 6 2 10 6 12 3 11 15 1 7 0 13 1 10 17 8 17 2 12 2 10 0 16 2,4 11 4 9 6 12 2 13 1 4 13 2 12 1 13 0 12 0 12 0 13 1 0 10 0 9 0 7 15 6 0 7 16 6 2 9 0 10 0 9 1 10 0 9 2 10,5209,46
0 7 2 15 11 2 13 8 12 9 15 14 11 8 0 13 16 6 15 12 5 16 10 14 17,12 0 14 15 11 5 0 12 3 14 4 12 4 16 3 15 5 10 4 9 5 15 3 16 3 4 9 5 12 5 13 5 10 4 16 4 15 4 16 4 12 4 15 3 13 3,5679,46
2 8 1 3 17 12 3 13 9 15 11 1 8 13 11 13 11 0 16 0 3 15 9 5 1,14 4 12 4 13 0 3 15 1 16 0 15 0 16 0 7 1 6 2 13 0 12 6 0 7 0 13 1 12 2 13 0 14 10 13 9 0 1 12 9 16 10 13 9 15 10 1,6388,47
14 2 7 13 6 13 0 4 6 5 16 14 11 16 9 8 3 13 0 8 13 1 16 5 12,8 16 9 4 7 12 15 2 16 0 12 0 13 0 15 0 17 2 15 13 1 12 0 3 13 1 12 4 15 2 16 2 9 0 11 1 9 0 10 1 9 10 1 9 1 10 2 9 0 10 0 6 1 9 0 7 0,15766,57
7 2 17 10 0 7 5 2 16 4 14 3 12 15 11 4 15 5 1 11 1 10 14 4 15,16 2 8 4 1 7 4 0 10 2 9 2 12 0 13 1 13 2 12 16 0 15 1 9 2 10 1 9 2 10 1 16 1 11 3 10 0 9 4 11 15 9 1 10 0,5724,45
11 1 5 12 3 0 10 15 0 11 8 13 6 17 13 9 4 14 3 0 14 0 11 1 10,12 7 2 6 10 15 9 1 6 5 7 5 12 5 13 5 12 4 13 5 9 3 10 7 4 6 5 6 17 7 5 6 16 7 5 6 17 7 5 6 3 7 4 8 15 7 4 7 3 6 16 7 3 6 4 7 3 6 5 7 3,6135,61
11 6 5 0 9 7 2 15 1 15 2 11 6 2 10 5 6 11 1 4 14 4 7 14 15,12 8 12 4 13 4 12 1 10 15 9 3 9 4 10 4 7 4 6 4 5 9 5 10 3 6 3 7 4 16 3 15 9 3 12 3 13 3 10 4 16 1 15 3 16 0 17 4 16 3 15 3 16 4 15 3 16 5,6264,58
6 17 2 15 12 7 10 1 17 0 14 5 12 15 2 16 14 7 3 17 11 7 0 8 11,16 9 4 17 9 15 2 13 0 12 5 2 15 1 16 12 1 14 1 12 0 6 0 8 1 6 2 13 1 12 1 13 6 12 8 2 8 13 7 12 1 6 13 6 12 8 1 6 0 7 0 16 0 15 1,5930,56
9 5 13 17 8 1 12 11 12 5 10 14 3 10 14 3 7 3 11 1 13 8 4 13 0,11 7 15 12 3 8 15 4 16 3 1 15 4 16 3 13 4 12 5 13 3 12 3 10 4 11 5 10 4 12 3 13 3 13 9 12 10 4 16 5 15 3 16 3 15 3 16 4 15 4 16 5 15,5263,52
13 7 2 17 14 3 8 0 9 13 16 5 13 16 3 6 17 6 10 14 2 15 12 3 13,10 6 0 12 1 10 7 1 6 4 16 2 15 0 3 0 9 16 10 15 0 15 0 16 1 6 13 7 12 2 12 2 9 1 10 0 13 2 8 3 10 14 9 4 7 1 7 0 6 2 7 0,6329,51
12 5 6 0 13 4 1 12 8 12 11 14 1 5 11 14 5 7 2 13 9 0 13 9 4,12 9 13 3 4 12 3 13 4 6 16 9 3 10 0 15 3 16 3 15 4 16 9 13 3 12 10 6 5 7 3 9 13 7 13 6 12 10 3 4 10 3 9 4 11 5 9 3 10 3 11 4 10 3 9 3,9029,56
15 6 2 14 4 14 7 16 12 3 6 11 14 8 1 12 0 4 11 16 2 8 10 0 13,9 15 12 1 3 6 3 4 12 3 13 4 12 5 13 5 15 5 16 5 15 4 17 5 15 4 16 3 15 7 12 8 3 7 4 7 13 6 5 9 5 11 5 11 3 11 3 11 4 10,6697,49
2 13 4 16 6 4 15 14 4 0 13 7 10 1 16 13 3 9 3 6 4 17 13 0 9,8 12 6 0 14 11 3 11 13 10 12 2 3 7 5 6 9 13 11 4 9 12 3 10 9 3 10 3 9 12 6 4 7 3 6 5 7 13 10 4 9 4 10 5 9 4 10 4 9 4 10 5 9 4,5563,55
15 1 14 10 2 14 4 13 0 10 8 14 11 8 17 5 15 8 0 13 4 6 12 15 5,6 12 6 16 3 15 3 16 0 4 13 4 12 5 13 6 5 7 4 6 5 7 3 15 3 16 3 7 4 6 4 7 4 6 4 7 5 6 16 7 3 6 3 7 5 6 3 15 4,4930,48
1 16 3 9 4 16 7 17 2 12 9 16 0 17 7 14 10 16 0 11,0 12 3 12 7 2 12 2 12 4 13 3 12 3 13 4 6 3 7 4 16 4 15 3 13 4 12 4 13 3 12 4 7 4 6 3 6 0 10 16 9 1 8 4 6 10 16 6 15 9 16 7 15 5 15 3 16 8 1 12 4 13 3 13 0 8 4,39535,67
17 12 11 17 6 14 4 7 17 4 2 17 0 17 0 15 4 16 5 13 7 15 0 9 13,6 10 16 12 3 6 3 6 0 4 16 4 17 4 17 6 15 7 4 12 5 14 3 12 5 15 5 16 5 15 4 16 5 13 3 12 6 5 15 4 16 7 4 13 4 13 1 12 3 13 0 12 5 12 3 13 3 12,6262,55
8 4 12 6 13 17 8 3 12 0 13 17 0 17 11 6 0 16 2 17 2 14 8 12 1,7 16 7 12 9 0 7 10 5 9 1 3 6 4 7 16 5 15 3 13 3 12 4 6 3 7 3 4 6 16 7 15 5 16 6 15 8 5 6 5 9 4 8 6 3 10 4 6 3,9768,48
1 12 9 3 7 11 12 15 10 1 5 16 14 1 14 5 8 13 7 5 8 0 3 11 4,13 10 16 12 3 7 1 8 0 7 0 15 0 7 2 6 16 9 0 10 2 0 15 1 6 2 7 16 10 1 9 0 15 10 1 9 0 9 16 10 0 10 0 9 0 10 1 9 1 10 1 9,6663,51
14 9 5 9 7 3 7 14 11 4 14 6 15 5 15 4 16 10 4 13 5 14 3 15 0,17 10 1 13 9 4 1 15 4 12 3 13 1 10 3 9 15 4 16 5 15 4 16 5 6 3 7 4 6 3 7 13 4 9 3 12 13 10 12 9 3 10 4 9 3 10 4 9 4 10 5,5961,51
10 5 13 8 17 9 6 16 4 14 16 7 15 3 0 9 7 17 7 9 14 0 4 13 8,6 4 0 9 13 4 0 10 3 9 4 13 3 12 4 13 3 12 4 16 4 15 5 6 16 7 15 6 5 8 4 8 4 7 3 16 7 4 6 3 7 4 6 3 7 4 6 3 15 4,4463,48
3 0 15 0 10 8 16 9 17 8 2 5 10 4 13 3 14 1 15 4 11 6 4 6 3,12 9 3 1 6 13 8 10 0 9 5 0 6 0 8 1 6 2 7 0 6 1 0 6 12 7 1 9 0 10 6 13 7 1 9 2 7 0 6 2 10 7 0 6,4796,42
16 13 8 1 8 2 12 10 17 14 1 14 8 16 0 9 5 8 15 14 2 16 6 13 1,0 7 12 8 1 3 6 4 13 3 12 4 16 5 15 3 16 5 15 3 4 10 5 9 7 3 6 4 13 9 12 10 12 6 3 7 3 13 4 12 3 13 11 1 15 4 16 3 16 0 11 3,6928,50
0 9 13 6 9 1 9 6 3 14 17 8 15 5 8 15 6 15 1 17 6 0 10 8 14,13 9 4 0 9 16 1 10 1 9 4 7 1 6 10 0 11 1 10 1 10 2 9 16 2 15 2 10 0 9 2 15 6 0 7 16 6 10 1 9 0 7 1 10 1 9 0 10 0 9 2,6797,48
14 7 16 1 15 10 3 13 10 6 1 4 7 17 9 5 10 17 10 15 4 2 6 11 2,7 16 2 14 4 12 4 0 13 1 12 4 9 16 10 15 3 13 1 7 0 6 12 16 2 15 0 12 13 7 6 0 7 1 6 1 7 1 6 12 0 13 1 0 8 3 7 2 6 4 8 1 6 1 7 0,6872,55
8 3 0 11 3 15 1 8 10 16 11 12 15 10 3 11 2 16 9 13 3 10 2 14 1,14 7 13 1 17 8 4 15 13 4 12 5 10 4 9 1 9 5 10 5 10 3 9 5 10 3 9 3 6 16 7 15 12 6 13 5 12 16 6 15 13 13 4 13 1 12 4 13 0 14 3 13 4 12 3 13 3 12,6596,56
9 1 15 1 12 11 17 0 6 17 6 16 9 14 1 11 3 16 7 4 9,0 9 2 3 15 10 4 13 4 12 0 13 4 12 3 13 5 12 10 3 9 3 12 3 13 4 10 4 16 5 15 4 17 1 15 4 16 0 17 9 3,6533,41
1 9 1 6 12 6 2 16 11 13 8 0 14 3 14 5 13 10 3 6 16,3 0 7 3 1 9 15 4 0 13 2 12 0 7 0 16 0 15 2 6 2 15 7 16 6 16 0 15 1 15 0 16 1 10 0 9 1 0 9 3 10 2 9 4 10 1 10 2 9 1 10 1 9 1,5729,52
0 17 13 7 14 4 12 10 8 13 17 1 7 11 3 11 12 7 0 7 10 2 9 6 2,13 9 4 15 11 5 2 10 0 9 7 0 6 10 1 9 0 10 2 9 2 13 1 12 2 10 0 9 1 6 0 7 2 9 16 10 15 10 1 11 16 10 15 7 15 6 1 7 16 6 0,6630,53
13 11 6 13 2 16 13 5 10 12 11 6 3 2 16 6 13 10 17 6 3 6 10 1 12,4 13 5 10 14 0 3 15 0 16 0 9 0 16 2 15 10 1 12 0 13 1 12 2 13 0 1 6 14 0 13 1 14 7 13 14 1 13 2 12 1 14 4 12 1 13 3 12 2,6696,50
0 10 13 7 15 0 14 9 4 9 12 3 14 4 16 7 15 12 3 1 15 3 9 5 16,12 9 4 8 0 7 4 6 1 7 1 10 9 1 10 0 9 12 2 13 2 15 2 16 0 15 1 16 1 9 2 15 1 16 10 2 10 13 1 12 0 13 0 12 0 13 1 12 9 0,6600,50
5 2 13 9 1 9 14 11 6 16 6 1 6 9 4 10 16 3 14 4 6 1 10 13 15,6 12 9 0 15 11 15 3 16 1 3 6 4 7 5 7 4 6 4 7 4 6 5 10 5 9 4 10 3 9 4 10 15 11 3 10 4 10 16 9 11 14 10 14 10 3 9 4 6 4 7 3 10 4,6566,54
7 9 1 5 13 17 1 8 14 3 12 16 1 8 16 14 5 11 15 0 8 16 5 11 7,9 6 13 15 7 3 6 4 16 0 15 0 13 1 12 0 12 1 13 16 0 15 5 7 0 6 5 2 10 2 9 0 16 12 4 10 3 15 13 1 16 9 15 7 16 10 15 6 2,5535,46
13 17 8 13 10 7 17 0 16 2 5 9 4 17 14 10 0 11 8 5 2 12 4 10 16,10 15 9 8 12 6 4 6 10 4 9 4 9 3 10 4 9 3 10 5 13 7 4 6 12 4 6 3 7 6 7 4 6 3 7 5 9 13 10 12 4 10 4 9 5 13 9 12 10 4,4895,49
13 15 7 16 11 15 9 13 7 15 7 0 6 16 6 12 1 12 6 16 9 1 16 3 14,10 12 0 6 1 8 2 7 1 4 16 1 15 0 1 9 0 10 1 9 0 10 0 6 13 7 12 6 13 7 12 0 12 7 2 6 2 6 13 0 7 1 7 0 6 0 6 1 7,5296,49
1 9 8 14 6 0 14 16 5 11 8 2 8 9 3 0 17 9 7 4 0 16 0 17 0,12 6 3 7 5 8 16 9 15 10 15 1 16 12 1 13 6 2 7 10 12 9 13 0 9 1 10 1 12 0 13 0 12 0 13 1 12 2 9 13 1 12 0 12 10 13 2 13,6262,47
8 3 15 2 14 9 17 4 10 2 14 3 14 11 3 14 1 14 7,9 4 6 12 9 0 3 12 0 13 2 1 6 0 7 0 6 0 7 2 16 9 15 10 1 10 1 9 0 1 9 1 10 0 1 11 4 10 3 10 17 6 1 7 17 0,4903,47
1 16 2 5 16 8 12 3 12 1 5 6 17 2 8 2 9 8 2,6 17 4 13 1 16 0 15 1 15 0 16 0 7 0 8 1 7 0 4 7 1 6 1 7 0 6 3 10 12 9 2 10 13 9 0 7 1 6 1 10 13 6 12 9 13 8 0 6 0 7 2 6 0 12 0,5698,55
0 17 11 14 9 15 2 12 3 2 15 14 8 11 0 4 9 16 10 15 10 3 11 5 17,11 17 0 7 16 7 0 4 3 9 4 10 3 1 6 3 7 4 12 4 13 4 12 3 13 5 16 3 15 3 9 5 12 4 13 10 4 3 15 10 16 9 13 10 15 10 16 11 12 3 16 3 15 5,6332,53
1 6 0 7 2 6 14 10 3 0 7 1 5 14 5 16 9 16 3 1 11 16 5 12 17,13 7 10 1 7 10 3 9 6 3 7 2 5 13 9 12 10 4 10 4 9 15 5 16 4 15 5 16 3 16 4 5 15 3 9 5 12 4 13 10 4 5 15 3 17 1 12 8 13 0 15 4 15 3 4 16 3 15 4 16 4 15 5 16 3,9379,65
12 2 7 3 7 13 7 2 12 2 15 1 14 4 0 9 13 9 17 8 11 15 12 3 14,17 12 6 14 9 4 10 2 9 0 7 2 6 16 1 15 1 13 2 12 9 2 10 2 12 1 13 0 7 2 6 1 6 13 7 12 0 8 3 7 2 6 4 8 1 6 1 7 2,7444,49
16 1 14 8 3 9 4 17 7 4 16 11 1 14 2 13 11 14 1,7 0 13 3 11 3 1 9 13 10 4 10 3 9 3 15 10 16 9 15 3 16 4 9 3 13 5 12 10 3 16 3 15 4 16 3 17 10 16 9 16 3 15 3 17 3 16 4 16 3 15 3 16 3 15 4 15 4 17 3,6543,59
9 4 8 4 12 8 14 6 1 6 16 1 7 17 8 4 8 16 6 12 9,16 6 0 5 12 8 2 13 5 12 3 16 4 15 0 3 15 3 16 1 3 16 6 15 7 12 5 13 4 15 5 16 4 7 13 5 12 6 4 12 4 13 4 12 4 13 3 13 1 12 3 13 0 14 3 13 3,6008,56
7 13 1 17 11 1 6 13 3 6 0 14 11 17 1 16 14 7 2 8 14 17 9 7 5,3 11 12 9 7 1 7 15 0 16 1 12 10 13 9 13 0 14 0 13 0 6 1 7 0 6 1 7 0 7 15 6 16 2 11 4 9 2 10 3 9 0 9 1 11 4 9 2 10 3 11 1,6276,53
16 13 8 5 13 16 5 1 16 13 5 12 11 17 2 15 4 1 11 17 9 2 5 12 0,14 3 13 4 10 5 16 0 15 0 12 1 13 7 1 6 2 9 2 11 1 9 2 9 1 10 0 9 1 10 10 2 9 0 10 0 9 0 9 1 9 0 11 10 0 9 1 10 1 11 0,6979,52
10 1 17 3 2 6 11 3 9 2 8 14 6 0 13 6 14 2 10 5 9 0 16 1 6,11 4 16 4 6 17 3 16 4 17 3 16 3 12 5 13 3 12 4 13 3 16 4 15 13 4 12 3 16 4 15 3 15 10 16 9 16 5 15 3 4 16 4 17 3 17 3 17 5 17 5 15 3,5963,52
5 7 16 1 4 8 5 11 6 16 6 13 2 16 13 3 11 17 0 11 6 3 12 5 13,13 15 6 15 5 10 17 3 15 6 3 7 15 10 16 9 16 3 15 3 12 5 13 5 12 3 13 5 13 9 12 10 4 10 16 4 15 3 15 9 16 5 3 4 16 5 15 5,4845,47
6 5 6 10 15 10 1 17 0 5 13 0 15 3 1 15 1 14 10 1 3 13 11 7 4,15 14 1 9 13 10 6 4 7 5 6 4 7 3 6 13 5 12 10 4 9 3 13 4 12 16 4 15 5 9 13 7 13 6 12 10 3 9 13 9 12 11 3 6 16 7 3 6 15 7 3,6472,49
1 16 6 16 14 1 10 6 5 0 13 7 11 17 1 10 14 4 17 12 9 2 14 3 2,12 3 12 1 15 7 17 0 16 0 15 13 2 12 2 16 0 15 2 10 1 9 0 7 1 6 10 1 11 3 7 16 6 4 10 6 2 7 2 10 0 6 1 7 9,5528,43
17 0 11 12 3 8 1 5 17 1 13 3 0 13 2 14 10 17 5 16 8 10 15 7 17,16 7 3 15 2 3 14 0 13 0 10 1 9 2 10 0 6 9 0 7 1 9 2 10 1 6 1 12 2 13 7 0 0 16 1 15 0 16 1 17 3 16 1 15 4 17 1 15 0 16 0 15 1,6471,53
9 6 17 1 12 6 0 8 17 10 13 10 17 7 10 15 6 15 8 9 5 10 2 10 6,14 15 0 10 14 1 13 5 0 16 1 15 13 1 12 0 7 15 6 16 7 1 6 1 6 1 7 1 16 0 15 1 9 1 9 3 10 1 9 2 10 1 9 4 1 10 0 10 2,6398,48
1 9 12 3 14 0 14 17 7 2 3 13 3 15 0 10 17 12 0 9 7 4 14 6 15,12 9 17 7 0 3 0 12 1 13 15 0 17 1 17 0 16 1 16 1 15 2 16 0 15 9 1 10 0 9 0 10 9 7 1 6 0 10 1 7 1 6 0 7 0 6 0,5430,45
4 17 7 0 10 5 10 4 10 15 1 11 2 17 11 13 11 14 7 1 16 1 4 7 5,17 4 13 9 0 7 4 15 3 3 16 3 16 5 15 5 16 3 15 5 13 4 12 4 13 4 14 4 13 4 10 3 9 3 16 3 12 4 15 3 13 4 15 5 16 4 15 4 16 4,6777,50
17 8 1 15 11 15 5 1 7 11 15 11 6 0 5 6 13 15 6 15 11 1 13 5 6,10 7 14 6 16 0 12 3 2 16 2 17 0 17 0 15 7 1 0 6 2 7 0 16 0 15 6 2 12 1 13 2 16 1 17 6 16 1 16 1 15 0 16 0 15 7 16 0 15 2,5611,50
3 17 7 0 6 0 10 12 9 17 12 5 8 13 5 2 9 14 10 8 1 5 13 16 7,1 16 7 12 0 16 0 9 5 10 4 15 4 16 3 15 3 16 5 13 3 12 3 12 3 13 5 16 6 15 4 16 7 15 4 13 3 12 7 13 4 12 3 6 3 7 13 4 12 3 6 16 7 15 4 13 3 12 16 6 15,8990,60
14 8 14 1 17 10 3 2 16 0 12 10 12 3 0 7 4 12 5 8 1 7 3 13 1,10 12 7 11 17 1 10 0 9 1 9 0 10 1 4 9 0 10 7 1 6 1 12 0 13 16 1 15 1 13 6 12 0 13 7 12 2 15 7 16 1 15 0 15 6 17 0 15 1 16 0 15 2 16 1,4978,56
10 8 14 11 6 1 12 9 7 2 8 9 17 10 7 1 8 1 12 1 10 3 13 15 7,15 7 12 0 13 16 0 3 7 3 6 4 6 3 7 4 7 3 6 4 7 4 6 4 16 3 15 4 16 3 15 12 4 13 10 4 16 4 15 3 9 4 16 4 15 4 16 3 15 4 16 3 16 1 15 3 16 0 17 5,5338,60
15 1 6 2 15 9 12 9 7 16 12 0 5 14 0 16 8 13 17 4 16 7 13 9 0,0 16 10 1 9 0 16 4 15 3 6 3 7 4 16 10 4 9 15 4 9 3 10 4 7 3 6 5 16 3 7 3 6 15 9 3 10 5 7 3 6 3 7 3 6 4 7 4 6 4 6 15 7 4 7 3 6 16,7076,58
6 13 16 10 4 2 16 12 4 7 3 11 14 2 3 9 13 7 11 3 15 2 4 12 3,8 9 16 12 4 12 1 3 13 0 14 1 13 1 0 1 13 2 12 1 13 0 12 6 1 7 0 6 0 7 15 6 2 7 1 6 2 7 16 0 2 16 10 1 9 0 11 4 9 0 10 3 11 0 10 1 9 15 0,5406,57
8 10 0 3 17 11 8 17 13 4 16 12 6 2 6 0 6 3 12 2 13 15 3 0 8,12 9 16 4 16 5 6 1 3 12 3 13 4 13 4 12 5 13 3 12 4 7 5 6 3 7 4 6 4 9 5 11 15 9 16 4 9 5 10 3 7 3 6 4 7 3 10 4 9 4 14 7 14 8 5,5377,55
3 15 1 6 4 8 4 2 7 11 1 14 6 1 10 16 8 15 13 3 17 9 17 14 4,3 9 0 6 5 16 9 2 10 0 9 1 9 0 10 0 7 15 6 16 6 1 7 0 9 3 7 16 6 4 10 1 9 0 10 0 9 2 10 0 9 2 10 1 9 1 10 2,4362,48
9 16 14 9 15 1 14 6 14 0 7 13 5 10 1 10 2 9 16 5 8 15 9 7 14,16 12 1 12 1 8 3 15 5 16 12 4 13 3 3 6 16 7 15 3 15 3 16 4 13 3 12 5 9 3 10 3 13 3 12 3 6 3 7 3 13 10 4 9 3 9 12 10 5 9 3 11 3 11 5 10 5,7435,55
4 17 10 1 4 16 1 17 14 10 6 0 6 13 11 14 15 9 7 3 0 8 12 4 16,0 14 4 13 1 12 10 14 1 12 16 2 15 13 1 12 0 13 1 12 1 7 0 6 10 2 9 7 2 6 0 12 9 2 10 13 0 8 4 6 2 7 3 6 2 8 2 7 1 6 1 7,5817,50
5 6 3 12 7 13 17 11 4 2 16 8 14 0 12 11 15 7 3 2 15 1 4 10 14,10 14 1 7 15 6 2 10 1 9 0 3 12 10 13 9 12 0 14 1 12 1 13 1 12 15 2 16 0 16 9 17 0 16 1 10 2 13 2 12 0 15 2 13 1 12 16 1 15 1 16 0,6110,51
4 17 5 6 10 2 6 4 10 4 13 0 16 14 6 10 2 7 0 7 2 9 4 16 10,2 17 9 12 3 12 4 13 3 12 1 3 16 4 15 4 7 4 6 3 16 5 15 4 16 3 15 5 12 7 13 6 12 5 13 13 4 14 4 13 12 5 13 5 14 6 13 4 13 3 12 7 4 13 16 12 16 12 4 16 12 16 12 2 16 12 16 12 4 16 12 16 12,6965,60
2 12 8 14 1 15 12 4 2 8 14 17 4 11 2 6 16 14 10 17 5 16 1 12 15,10 16 5 0 9 16 11 4 1 9 2 10 1 9 0 10 6 0 7 12 0 13 1 16 2 15 1 16 0 15 10 0 9 0 16 9 15 10 2 10 0 9 10 0 1 9 10 0 9 1 10 1 9 0 10 1 9 1 9 3 10 1 9 4 10 1,8052,65
12 0 3 9 7 15 2 17 2 11 15 14 5 8 12 15 0 9 3 16 12 11 6 4 13,10 12 0 8 1 7 0 6 5 1 7 0 6 9 1 10 0 9 1 10 0 16 1 0 15 1 16 2 15 1 15 0 17 1 15 1 16 0 15 1 7 16 0 15 0 16 2 15 0 16 0 15 0 16 2 15 0 6 0,7039,59
6 15 7 16 6 15 0 16 2 9 16 8 11 0 10 6 3 2 11 17 1 5 14 17 3,13 6 4 0 7 3 16 9 16 10 1 7 0 9 6 10 0 6 0 7 0 13 1 12 6 13 7 12 7 0 6 2 7 0 6 0 9 1 7 0 10 1 6 7 1 6 1 6 0 8 0 6 1 6 1 7 2,6277,55
14 4 13 7 5 0 16 12 2 9 0 17 1 17 11 7 17 14 7 13 17 0 9 12 8,14 10 16 3 13 4 10 7 2 6 3 2 9 1 10 6 2 7 1 13 1 12 0 13 1 12 2 15 0 16 0 10 1 9 0 13 1 12 1 13 0 12 0 12 10 14 0 12 0 13 1 12 9,5810,53
5 6 9 17 12 2 16 12 1 14 10 5 8 17 5 12 5 1 11 7 2 15 11 5 17,3 12 8 2 13 4 0 12 5 13 12 4 13 3 12 4 14 3 12 9 5 10 1 5 6 3 7 0 5 13 3 12 15 16 12 7 13 6 3 12 7 13 6 14 0 13 5 12 1 14 4 12 4 13 4,6009,53
0 12 11 12 8 5 12 4 2 14 4 2 13 5 10 14 11 15 7 0 10 3 7 11 1,9 17 12 1 4 14 3 10 2 9 1 9 0 10 0 9 16 10 15 7 2 6 2 15 0 17 1 17 0 17 1 17 0 6 1 8 6 7 16 6 17 4 15 2 16 3 15 2 15 0,6309,50
11 0 11 17 3 10 8 13 6 1 14 7 3 13 17 0 15 3 8 14 17 0 15 4 2,7 9 0 17 1 3 15 2 16 8 1 9 2 10 6 1 7 1 6 0 7 2 6 13 8 1 6 0 14 0 13 1 8 3 7 0 6 4 8 0 8 3 7 2 6 4 8 2,6426,46
14 5 8 15 8 0 4 6 12 1 14 6 15 9 17 7 13 17 0 15 3 9 0 17 3,6 15 10 4 1 6 3 7 11 3 16 6 15 7 10 3 9 4 10 4 9 3 16 7 4 6 5 15 5 6 16 7 3 6 3 7 4 6 15 7 4 6 3 6 16 7 15 7 5,5577,49
1 11 7 15 2 16 7 17 1 16 3 12 4 13 1 5 15 12 11 15 2 11 3 8 11,7 16 14 1 17 1 4 12 13 5 12 0 13 3 1 9 2 15 0 17 10 15 0 9 1 10 13 2 12 0 13 2 12 0 13 0 14 0 13 0 12 2 13,5543,42
15 1 14 7 17 12 11 15 4 14 10 17 4 13 5 12 0 17 13 7 14 8 0 15 6,6 1 3 6 16 9 1 15 5 16 4 15 5 13 5 12 3 13 4 12 15 3 16 3 15 3 16 10 3 9 3 10 3 11 13 10 12 3 9 0 10 4 9 1 11 3 9 4 10 4 9 3 10 4 9 5,5862,55
5 17 7 12 3 7 10 15 0 5 9 4 14 6 14 11 12 2 7 5 11 3 9 6 3,13 16 11 0 6 15 7 11 5 10 1 6 5 7 4 10 4 9 16 4 15 3 9 4 10 5 13 5 12 6 15 5 16 3 7 7 13 4 12 3 6 16 7 15 4 13 3 12 16 6 15,6847,51
17 0 8 11 12 2 9 6 17 7 3 12 10 15 5 6 15 1 5 13 6 12 9 5 11,17 0 17 2 3 15 4 16 3 13 4 12 15 10 17 4 15 4 13 9 12 10 12 4 13 3 9 5 10 3 9 4 10 3 6 0 7 3 6 1 7 5 6 5 7 4 6 4 8 3 9 4 6 3 10 4,7208,56
16 11 3 8 11 4 12 6 1 12 15 5 16 11 8 3 9 8 13 15 7 2 11 13 16,16 6 10 12 7 9 4 10 2 4 6 3 7 4 9 5 11 4 9 3 9 4 10 16 4 15 5 15 16 5 15 4 17 6 15 7 15 3 16 12 4 12 3 13 0 12 1 12 4 0 14 3 14 1 14,6878,52
10 2 14 1 13 2 14 15 3 15 1 17 14 4 1 11 6 5 11 13 5 0 14 15 8,6 9 6 15 3 0 12 5 12 5 12 3 13 3 15 5 16 4 15 3 16 3 9 5 10 16 3 7 3 6 15 5 7 3 6 3 7 3 6 4 7 4 6 4 6 15 7 4 7 3 6 16,5412,52
8 15 3 14 0 6 5 6 2 15 9 16 13 0 12 1 15 3 16 3 0 15 8 16 6,13 10 0 13 6 4 16 0 15 2 15 0 16 12 1 13 16 1 12 13 15 13 0 12 1 13 1 14 1 13 0 7 16 1 15 6 2 15 0 16 0 15 1 15 3 16 1 15 4 17,5177,48
13 7 9 17 3 11 3 15 14 3 1 7 14 10 4 10 15 0 7 13 17 8 17 9 2,6 4 7 1 6 13 7 2 7 0 8 1 7 1 10 1 9 1 10 0 11 2 0 10 1 13 1 12 2 6 12 2 14 6 12 8 2 16 1 15 1 6 16 2 15 2 15 7 16 0,6211,50
4 8 13 17 7 4 13 5 1 9 12 2 9 8 4 12 15 1 9 15 13 0 8 16 6,7 12 9 8 6 4 7 4 9 3 10 4 10 3 9 7 4 6 4 7 3 6 4 3 6 3 7 3 13 4 12 5 9 3 10 3 9 4 11 1 9 4 10 0 11 4 10 3 9 4 10,5120,50
